,PupilMatchingRefAnonymous_AUT20,NCYearActual_AUT20,URN_AUT20,hh_id
2844974,8175,12,95066,hh_2564904
2845654,8176,11,95071,hh_1431065
2846285,8178,12,95065,hh_2623363
2846420,8180,11,95071,hh_3008019
2846421,8181,11,95065,hh_3007377
2846422,8182,11,95104,hh_3001858
2848089,8184,12,95064,hh_2997064
2848404,8185,12,95068,hh_4656531
2848876,8186,11,95064,hh_2997676
2848878,8188,11,95062,hh_3007521
2848884,8189,11,95064,hh_3008782
2849549,8192,9,95067,hh_3006870
2849551,8194,9,95063,hh_3007200
2849556,8195,9,95066,hh_2979050
2850336,8197,10,95071,hh_2624495
2850535,8200,12,95068,hh_3000460
2850580,8203,11,95063,hh_4656180
2850650,8205,11,95063,hh_2981164
2850651,8206,11,95066,hh_2978885
2850657,8208,11,95063,hh_3000517
2850658,8209,11,95063,hh_2979763
2850659,8210,11,95063,hh_2979739
2850748,8212,12,95065,hh_2571368
2850794,8213,12,95071,hh_2593022
2854252,8216,11,132193,hh_3001239
2854256,8219,11,95061,hh_3000455
2854294,8220,11,95063,hh_2979865
2854310,8223,11,95065,hh_2605239
2854313,8224,11,132193,hh_3000993
2854314,8225,11,95063,hh_2981120
2854331,8226,11,95071,hh_3001658
2855427,8227,11,95071,hh_1383505
2855675,8228,12,132193,hh_2981290
2857838,8229,9,95067,hh_2591947
2859654,8230,11,95067,hh_2988290
2860119,8232,11,95065,hh_3005837
2860162,8237,11,95066,hh_2981935
2864875,8243,11,95063,hh_2978973
2864877,8245,11,95067,hh_3006994
2864878,8246,11,95018,hh_3005120
2866457,8249,12,95066,hh_2626918
2867317,8251,11,95071,hh_1692529
2867956,8254,11,95064,hh_3011109
2867962,8255,11,95064,hh_2998768
2871599,8260,11,95064,hh_3018900
2874798,8265,12,95071,hh_2566364
2874799,8266,12,95066,hh_2562076
2874800,8267,12,95066,hh_2627418
2874803,8269,12,95065,hh_2617838
2875013,8270,9,95071,hh_2589660
2876030,8271,11,95064,hh_2994931
2876125,8272,11,95064,hh_2982917
2877270,8276,11,95071,hh_4995702
2877370,8277,11,95066,hh_2619995
2877405,8280,12,95068,hh_2602839
2877411,8282,12,95062,hh_2604521
2877414,8283,12,95066,hh_2626979
2877442,8285,12,136176,hh_2602709
2879690,8289,12,95068,hh_3000414
2880750,8291,11,95062,hh_2604646
2881011,8293,13,132193,hh_3462222
2881509,8295,11,95064,hh_2995716
2881510,8296,11,95064,hh_2995784
2881975,8297,11,95062,hh_2982387
2882861,8299,11,95062,hh_4985677
2883837,8301,11,95071,hh_1450210
2884475,8308,12,95065,hh_2981812
2884479,8310,12,95064,hh_2994507
2884480,8311,12,95064,hh_2996320
2884487,8313,12,95068,hh_2981106
2884489,8314,12,95062,hh_3006616
2884495,8318,12,132193,hh_3000328
2886221,8321,11,95071,hh_2621533
2886241,8324,11,95071,hh_3006252
2887575,8330,11,95061,hh_3006655
2887576,8331,11,95061,hh_2979008
2887577,8332,11,95066,hh_2981921
2887581,8333,11,95061,hh_3006432
2888909,8337,12,132193,hh_2987148
2888919,8338,12,95064,hh_2996983
2889367,8341,11,95061,hh_3006595
2891227,8342,12,95066,hh_3704471
2892467,8344,12,132193,hh_1402258
2893438,8347,11,95062,hh_3007506
2893439,8348,11,95064,hh_2995673
2893486,8354,11,95063,hh_4656080
2893558,8356,11,95061,hh_2978990
2893562,8359,11,95061,hh_2998517
2893564,8361,11,132193,hh_3014128
2893566,8362,11,95104,hh_3005428
2893567,8363,11,95061,hh_2981320
2893613,8365,11,95067,hh_4656174
2893614,8366,11,95068,hh_3006159
2893615,8367,11,95062,hh_3000692
2893622,8369,11,95063,hh_1434478
2895648,8375,11,132193,hh_3014354
2895650,8376,11,95067,hh_3005556
2895711,8378,11,132193,hh_3008345
2897489,8381,11,132193,hh_2626369
2897881,8382,11,95071,hh_2627606
2898163,8384,12,132193,hh_2991307
2898827,8388,11,95062,hh_3005810
2898835,8391,11,95062,hh_2981760
2899014,8392,11,95071,hh_4596230
2899928,8393,11,136176,hh_1460419
2902762,8398,12,95065,hh_3006180
2902771,8400,12,95063,hh_4656331
2902779,8401,12,95062,hh_2979119
2902781,8403,12,95063,hh_3536410
2902782,8404,12,95063,hh_2982057
2902785,8406,12,95063,hh_3006022
2902788,8408,12,95061,hh_2981472
2902790,8410,12,95066,hh_3005874
2903981,8416,12,95068,hh_2606152
2903999,8421,12,95062,hh_2604481
2905267,8425,11,95071,hh_1465457
2905635,8426,11,95067,hh_3015801
2907159,8428,11,95061,hh_2981442
2908512,8432,11,95064,hh_2995723
2908513,8433,11,95064,hh_2995253
2911473,8435,11,95071,hh_3010382
2914018,8438,12,95065,hh_2982383
2916075,8439,11,95067,hh_4656713
2917423,8441,12,95067,hh_2979640
2917871,8442,11,95071,hh_2983418
2919200,8444,11,95064,hh_2995739
2919201,8445,11,95064,hh_3007871
2919243,8447,11,95063,hh_2627420
2919245,8448,11,95063,hh_2979890
2919311,8450,11,132193,hh_3001830
2919312,8451,11,95061,hh_2981955
2919322,8454,11,95066,hh_2980393
2919323,8455,11,95061,hh_4996230
2919325,8457,11,95063,hh_2979702
2919373,8461,11,95063,hh_2979467
2919374,8462,11,95062,hh_3000595
2919383,8465,11,95061,hh_2981484
2919386,8467,11,95061,hh_3008031
2919389,8468,11,95068,hh_3005159
2920298,8469,11,95066,hh_1407272
2920844,8473,12,95064,hh_2995476
2920920,8474,12,95066,hh_2985510
2920977,8475,12,95067,hh_2989416
2922703,8477,9,95066,hh_1462822
2924503,8478,11,95067,hh_2626543
2925407,8481,11,95066,hh_2604826
2925445,8487,11,95062,hh_3005074
2927078,8488,12,95064,hh_3007869
2927445,8489,12,95066,hh_2621802
2930131,8495,12,95066,hh_2566409
2930593,8496,12,95064,hh_2999482
2932379,8499,12,95066,hh_2590409
2934252,8500,11,95071,hh_1332759
2935787,8504,12,132193,hh_3014203
2935789,8505,12,95071,hh_3001149
2935791,8506,12,95066,hh_3014679
2935831,8508,12,95063,hh_4184973
2937215,8511,11,95066,hh_2981165
2937805,8512,11,95068,hh_3000540
2938011,8513,11,95067,hh_4595690
2938519,8515,12,95062,hh_3006207
2938520,8516,12,95068,hh_2979805
2938525,8518,12,95062,hh_4996287
2938533,8523,12,95063,hh_4656095
2938536,8524,12,95068,hh_3005847
2938539,8525,12,95061,hh_4995514
2938540,8526,12,95063,hh_2980437
2939244,8530,12,95066,hh_3006072
2939441,8532,12,95071,hh_2560024
2939455,8534,12,95065,hh_2603332
2942447,8537,12,136176,hh_2567731
2942752,8539,12,95066,hh_1334976
2943687,8543,12,95064,hh_2998698
2945615,8545,12,132193,hh_2981794
2945825,8549,11,132193,hh_3001057
2945828,8550,11,95063,hh_4657105
2947130,8552,12,95067,hh_4655883
2947606,8553,11,132193,hh_3008261
2949265,8557,11,95067,hh_2980262
2949266,8558,11,95061,hh_2980384
2949370,8560,11,132193,hh_3001166
2949992,8561,12,95066,hh_1426943
2950472,8567,12,95065,hh_2631025
2951286,8568,11,95068,hh_3008239
2951288,8570,11,95064,hh_2996634
2951289,8571,11,95064,hh_2996948
2951452,8574,12,95064,hh_2981995
2951667,8575,12,95066,hh_1430315
2953429,8579,12,95064,hh_2994663
2953643,8581,12,95064,hh_2996191
2953649,8583,12,95063,hh_2987555
2954000,8584,12,95061,hh_2981463
2954381,8587,12,132193,hh_3009007
2955172,8589,12,95064,hh_3001038
2955689,8590,12,95064,hh_4563405
2958908,8592,11,95064,hh_3000717
2958953,8594,11,95067,hh_2979964
2959048,8595,11,95071,hh_1404827
2960108,8596,11,95068,hh_3006744
2960109,8597,11,95068,hh_3006310
2960519,8599,12,136176,hh_2997007
2961328,8601,11,95064,hh_2995723
2961330,8602,11,95064,hh_2995427
2961553,8603,11,95063,hh_2979911
2961559,8604,11,95061,hh_3000504
2961560,8605,11,95061,hh_2981326
2961561,8606,11,95061,hh_2981309
2961563,8608,11,95061,hh_4995597
2961624,8610,11,95066,hh_2981221
2961630,8611,11,132193,hh_3001202
2962126,8612,12,132193,hh_3020765
2966525,8617,11,132193,hh_3001234
2966528,8618,11,95068,hh_3004989
2966530,8620,11,95061,hh_2980183
2967065,8621,11,95064,hh_2995251
2967072,8622,11,95064,hh_3009846
2968215,8623,11,95066,hh_2981816
2968216,8624,11,95066,hh_3005684
2968217,8625,11,95065,hh_3005696
2968219,8626,11,95066,hh_2982270
2968314,8628,11,95018,hh_3006859
2968704,8629,12,95068,hh_3001875
2969056,8631,11,95064,hh_2994572
2969577,8632,12,136176,hh_3748315
2970600,8633,11,95062,hh_2560921
2971283,8634,11,95068,hh_2982129
2971309,8635,11,95062,hh_3007928
2971317,8636,11,132193,hh_3001075
2971395,8637,11,95071,hh_2998408
2972844,8640,12,132193,hh_3017210
2973428,8641,11,95067,hh_1431502
2974787,8645,12,95071,hh_2591553
2975098,8646,12,95063,hh_4656335
2975954,8648,11,95068,hh_3006689
2977613,8652,8,132193,hh_3001973
2979525,8653,12,95064,hh_2998427
2980334,8654,12,95068,hh_3006925
2982434,8660,11,95071,hh_3011485
2982493,8662,11,95066,hh_2605421
2982714,8664,10,132193,hh_3014359
2984579,8665,11,95068,hh_2618616
2985298,8669,11,95063,hh_4656402
2986996,8676,11,95064,hh_2996326
2987598,8678,12,95065,hh_2982002
2990848,8686,12,95061,hh_3014816
2990985,8687,12,95065,hh_1425159
2991119,8688,11,95071,hh_2622966
2991189,8689,11,95068,hh_2603379
2991825,8690,11,95066,hh_3005717
2992363,8694,12,95071,hh_2624294
2992364,8695,12,95062,hh_3005902
2992367,8696,12,95061,hh_3007300
2993248,8697,12,95064,hh_2996490
2994378,8699,12,95068,hh_2979469
2994396,8700,12,95062,hh_3014364
2994924,8701,12,95068,hh_2979037
2995198,8703,12,95064,hh_3019182
2995867,8704,12,95066,hh_2621959
2996402,8706,12,95062,hh_2981577
2997197,8710,11,95062,hh_2623763
2997533,8711,12,136176,hh_2615237
2997692,8712,11,95066,hh_3000460
2997696,8715,11,132193,hh_3001001
2998724,8724,12,95063,hh_4656441
2998727,8727,12,95068,hh_2568184
2998730,8730,12,95068,hh_3000438
2998745,8731,12,95064,hh_3014255
2998860,8732,11,132193,hh_3008314
2999261,8733,11,95071,hh_2628025
2999265,8734,11,95068,hh_2628042
2999294,8735,11,95071,hh_1409746
2999707,8738,12,95065,hh_3001224
2999938,8739,12,95063,hh_2979872
2999945,8740,12,95062,hh_3007389
2999968,8741,12,95064,hh_2996328
3000017,8742,12,95063,hh_2978905
3002607,8744,11,95063,hh_2627120
3003060,8745,12,95068,hh_2564331
3003225,8749,12,95064,hh_1695412
3003246,8751,12,132193,hh_2989978
3003890,8752,13,95066,hh_2620291
3004945,8756,11,95061,hh_2980294
3005742,8760,12,132193,hh_3014369
3005745,8761,12,95062,hh_3006742
3005753,8764,12,95062,hh_2981965
3005754,8765,12,95066,hh_2981052
3005755,8766,12,95063,hh_2980315
3005760,8767,12,95062,hh_3005771
3005761,8768,12,95063,hh_2979560
3006427,8772,12,95067,hh_3015484
3006501,8773,12,95066,hh_2604410
3006603,8774,12,95068,hh_2625119
3009433,8776,12,95071,hh_2619528
3010721,8777,12,95061,hh_3009644
3011339,8778,11,95067,hh_4576334
3011947,8779,12,95068,hh_3006191
3014057,8782,12,132193,hh_4595791
3014538,8783,12,95068,hh_2979145
3014750,8785,12,132193,hh_3001410
3015795,8786,11,95071,hh_1390633
3017175,8787,11,95067,hh_2592822
3017583,8788,11,95067,hh_4562528
3017599,8789,11,132193,hh_3014229
3018034,8792,11,95063,hh_1882823
3018386,8793,12,95061,hh_3005915
3018414,8794,11,95064,hh_2999045
3019872,8796,11,95063,hh_2978940
3020233,8797,11,95065,hh_2602803
3020932,8800,11,95061,hh_3005673
3021642,8801,11,95067,hh_3014859
3024512,8804,10,132193,hh_3002161
3024598,8805,12,95066,hh_3007673
3026357,8808,12,95066,hh_3006274
3026379,8809,12,95067,hh_2979359
3026414,8810,12,95063,hh_2560060
3026468,8811,12,95061,hh_3005153
3028550,8815,12,95068,hh_3006911
3029160,8817,12,95062,hh_1427943
3029731,8818,12,132193,hh_2983942
3030261,8819,12,95071,hh_3005047
3030389,8821,11,95064,hh_2999253
3030393,8822,11,95064,hh_2997324
3030407,8823,11,95061,hh_2980629
3031269,8824,12,95068,hh_3001837
3032652,8832,12,95071,hh_2982280
3032653,8833,12,95062,hh_3006621
3032658,8835,12,95062,hh_3006149
3033948,8838,11,95061,hh_2981500
3035104,8841,12,132193,hh_4596081
3035108,8842,12,132193,hh_3008412
3035115,8843,12,95066,hh_1389505
3035473,8850,12,95071,hh_2617772
3035532,8851,11,95064,hh_2986300
3037245,8855,11,95064,hh_3001229
3037248,8857,11,95063,hh_3006567
3037250,8859,11,132193,hh_3001212
3037251,8860,11,95063,hh_2981384
3037253,8862,11,95061,hh_4655871
3037295,8867,11,95065,hh_3006393
3037298,8869,11,95061,hh_2981558
3037303,8870,11,95071,hh_3007794
3037304,8871,11,95062,hh_3000851
3037942,8872,12,95062,hh_2605307
3037945,8873,12,95064,hh_1399205
3038153,8874,12,95066,hh_2984128
3038507,8875,12,132193,hh_3006343
3039005,8876,12,95065,hh_3000178
3039008,8878,12,95066,hh_2982379
3039009,8879,12,95065,hh_2980312
3039028,8880,12,132193,hh_4996382
3041401,8884,12,95068,hh_3001018
3041812,8886,12,95061,hh_2981032
3043036,8887,12,95062,hh_2624569
3043054,8889,12,132193,hh_3697634
3043802,8892,12,95066,hh_2621063
3044032,8895,12,95064,hh_3006586
3044033,8896,12,95066,hh_3006283
3045027,8897,12,132193,hh_3000933
3045349,8901,12,95062,hh_3006603
3045350,8902,12,95066,hh_3007291
3045353,8905,12,95061,hh_2980470
3045354,8906,12,95067,hh_2980244
3045365,8907,12,95063,hh_2982144
3045369,8908,12,95064,hh_3007842
3045443,8910,12,95066,hh_1431963
3045481,8911,12,95062,hh_3007800
3045482,8912,12,95063,hh_2980155
3045500,8913,12,95064,hh_3005307
3045501,8914,12,95062,hh_3008091
3046441,8915,11,95066,hh_3006007
3047658,8919,11,95065,hh_3004967
3047668,8920,11,95068,hh_3000671
3047696,8921,11,95062,hh_2604635
3047794,8925,11,95066,hh_2981600
3048272,8927,12,95064,hh_2995077
3048273,8928,12,132193,hh_3014652
3048864,8931,12,95061,hh_3006401
3049622,8935,12,95068,hh_3000794
3049674,8936,12,132193,hh_3001910
3049756,8937,11,95068,hh_2627399
3049798,8938,12,95071,hh_3007265
3051361,8939,12,95062,hh_1406487
3051417,8940,12,95071,hh_2979845
3052391,8942,12,95065,hh_2621483
3053919,8947,12,95068,hh_3000410
3054528,8948,12,95064,hh_2998737
3054718,8949,12,95066,hh_1428579
3055365,8951,12,95064,hh_1693314
3056263,8952,12,132193,hh_4996034
3057593,8954,11,95071,hh_1392078
3059289,8955,11,95064,hh_2995672
3059290,8956,11,95064,hh_4995903
3059322,8957,11,95063,hh_4655937
3059326,8958,11,95071,hh_4656290
3059328,8959,11,95068,hh_1694311
3059330,8960,11,95064,hh_3008231
3060467,8961,12,95068,hh_3005305
3061027,8963,11,95061,hh_2981237
3061035,8964,11,95063,hh_2979037
3061047,8965,11,95067,hh_2583523
3061048,8966,11,95061,hh_2982394
3061322,8971,12,95061,hh_2979437
3062199,8972,12,95061,hh_3001517
3064095,8977,12,95065,hh_4655919
3064206,8978,11,95063,hh_2982254
3064207,8979,11,132193,hh_3001174
3064208,8980,11,95071,hh_4996226
3064693,8982,11,95067,hh_2625753
3065139,8983,11,95063,hh_2566282
3066980,8986,12,95065,hh_2630806
3067092,8987,12,95071,hh_2979333
3067162,8989,12,95065,hh_2602672
3067605,8992,13,95066,hh_3000730
3068256,8994,12,95065,hh_2979797
3068530,8995,12,95062,hh_2981148
3070887,9000,12,95068,hh_3006316
3071769,9004,12,95064,hh_2998568
3071798,9006,12,95065,hh_2605067
3071811,9008,12,95062,hh_2622412
3071814,9009,12,95062,hh_3005349
3071815,9010,12,95062,hh_2602805
3071817,9011,12,95062,hh_2604460
3071818,9012,12,95065,hh_2604251
3072504,9014,11,95062,hh_4657096
3072533,9015,11,95063,hh_2981767
3072549,9019,11,132193,hh_3001264
3072555,9021,11,132193,hh_3001044
3072895,9024,13,95061,hh_3685450
3073520,9026,12,95066,hh_3006306
3074456,9029,12,95066,hh_1433478
3074638,9030,12,95064,hh_3001877
3074640,9032,12,95068,hh_3006937
3074643,9033,12,95066,hh_2981554
3074645,9035,12,95066,hh_2982350
3074647,9037,12,95061,hh_3006767
3074648,9038,12,95068,hh_3007311
3074649,9039,12,95062,hh_3001262
3075514,9040,11,95071,hh_2601780
3075516,9041,11,95071,hh_2618339
3076868,9043,12,95061,hh_3007125
3078673,9044,11,95064,hh_2996396
3078679,9045,11,95064,hh_2978996
3078680,9046,11,95062,hh_3000844
3078700,9047,11,95062,hh_3007393
3078710,9048,11,95063,hh_4656001
3079978,9050,12,132193,hh_3008564
3079979,9051,12,95061,hh_3006381
3079983,9052,12,95066,hh_3005890
3080420,9053,12,95063,hh_3006019
3080421,9054,12,95062,hh_2979714
3080895,9057,12,95061,hh_2981433
3081729,9059,12,95064,hh_3002783
3083563,9063,12,136176,hh_2627091
3084288,9064,11,95064,hh_2995653
3086752,9067,12,132193,hh_3001314
3087172,9069,12,95068,hh_3005276
3087289,9076,11,95065,hh_3004973
3087298,9077,11,95062,hh_2981537
3087299,9078,11,95065,hh_2981734
3087300,9079,11,132193,hh_2981787
3087399,9082,11,95063,hh_2981371
3087575,9084,12,95066,hh_2562217
3087801,9086,12,95108,hh_3008553
3087915,9087,12,95066,hh_2979078
3088683,9090,12,95068,hh_2629700
3089973,9091,12,95068,hh_2604081
3092009,9094,12,132193,hh_4660680
3092021,9095,12,95064,hh_3008334
3093897,9102,11,95063,hh_2979888
3093898,9103,11,95068,hh_2979941
3093899,9104,11,95061,hh_2980544
3093901,9105,11,95062,hh_2981540
3093903,9107,11,95061,hh_2981487
3093933,9108,11,95063,hh_2980050
3093934,9109,11,95063,hh_2979375
3093936,9110,11,95062,hh_3007938
3093942,9111,11,95061,hh_2981484
3093943,9112,11,95068,hh_3007396
3094681,9118,11,95063,hh_3005155
3094682,9119,11,95071,hh_3006967
3094683,9120,11,95067,hh_2980228
3097290,9122,11,95071,hh_2591151
3097295,9123,11,95071,hh_2628797
3097880,9124,11,95064,hh_2998280
3098038,9125,11,95071,hh_1431502
3098737,9126,12,95064,hh_4995932
3099647,9130,11,95068,hh_3001876
3100388,9131,12,95064,hh_1655381
3101054,9133,12,95071,hh_3005364
3101282,9136,12,136176,hh_2623671
3101283,9137,12,95062,hh_2605076
3103222,9141,12,95066,hh_1429621
3104256,9142,12,95066,hh_1375334
3106514,9145,12,136176,hh_1861368
3106746,9146,12,95066,hh_3013546
3109303,9150,11,132193,hh_3000878
3109304,9151,11,95065,hh_3005263
3109305,9152,11,95065,hh_3004981
3109306,9153,11,95062,hh_3006333
3109322,9154,11,95067,hh_2981699
3109362,9156,11,95068,hh_3005496
3110827,9161,12,95064,hh_2996311
3111564,9163,12,95071,hh_2626638
3114999,9167,11,95071,hh_2605316
3115001,9168,11,95071,hh_2605007
3115019,9170,11,95068,hh_4985714
3115022,9171,11,95067,hh_2561735
3115027,9173,11,132193,hh_3014704
3115035,9174,11,95071,hh_2597236
3115134,9176,11,95071,hh_4594998
3115666,9178,11,95066,hh_2982293
3115683,9179,11,95063,hh_4995541
3115806,9181,11,95062,hh_3008391
3115838,9182,11,95067,hh_2980283
3116334,9185,12,95064,hh_2996037
3116420,9186,12,95062,hh_3006813
3116449,9187,12,95066,hh_1434437
3116572,9188,11,95061,hh_2995984
3117837,9190,11,95063,hh_2561957
3119151,9191,11,95071,hh_2624484
3119154,9192,11,95062,hh_4656233
3119177,9193,11,95071,hh_2624398
3119241,9195,12,95071,hh_1456428
3119880,9198,12,95064,hh_2997704
3119944,9199,11,95063,hh_2605425
3120440,9200,12,95066,hh_2619193
3121660,9203,12,95068,hh_2979316
3122812,9204,12,132193,hh_2985485
3123078,9206,12,95071,hh_2605273
3124074,9209,12,95064,hh_2995658
3124129,9210,12,95066,hh_2981882
3125157,9213,12,95067,hh_3006609
3125158,9214,12,95066,hh_3005445
3125160,9216,12,95071,hh_3005731
3125164,9217,12,95068,hh_2981448
3125212,9218,12,95064,hh_3019997
3129639,9223,11,95064,hh_3011589
3129664,9224,12,95062,hh_3007880
3129970,9225,11,132193,hh_3008857
3130531,9226,12,95066,hh_2604356
3132146,9227,11,95064,hh_2994452
3132444,9229,12,132193,hh_4995946
3133112,9231,11,95061,hh_2981987
3133127,9235,11,95065,hh_2981879
3133143,9237,11,95063,hh_2980217
3133250,9238,11,132193,hh_3001505
3133330,9241,11,95104,hh_4582219
3133332,9242,11,136176,hh_2591841
3133780,9243,12,95064,hh_2998640
3133810,9244,12,95065,hh_3000867
3133972,9245,11,95071,hh_3007127
3134286,9248,11,95062,hh_3007928
3134292,9249,11,132193,hh_3014375
3134299,9250,11,95061,hh_3014379
3134317,9251,11,95063,hh_2987555
3134324,9252,11,95064,hh_2998660
3134327,9253,11,95064,hh_2996733
3135015,9259,11,95066,hh_2604407
3135151,9260,11,95071,hh_2593962
3135379,9263,11,95071,hh_2567088
3135815,9264,11,95065,hh_2602829
3135907,9265,11,95064,hh_2994821
3139250,9268,12,95067,hh_5040529
3139276,9269,12,132193,hh_2616374
3139422,9270,11,95065,hh_3000255
3139663,9271,12,95071,hh_2627334
3140511,9273,12,95066,hh_3005970
3141093,9274,12,132193,hh_3000205
3141099,9276,12,136176,hh_3006365
3141100,9277,12,95066,hh_3006013
3141102,9278,12,95064,hh_3006468
3141104,9279,12,95061,hh_3007058
3141512,9280,12,95064,hh_2998580
3143251,9282,12,95068,hh_2981464
3143533,9283,12,95063,hh_3006553
3145190,9284,12,95061,hh_3000397
3145337,9285,12,95068,hh_2981314
3147218,9289,12,95068,hh_2997554
3147374,9290,11,95064,hh_2995905
3147685,9292,11,95067,hh_2611594
3147702,9293,11,95065,hh_2624869
3147703,9294,11,95062,hh_2603758
3147704,9295,11,95062,hh_2623295
3149606,9299,12,95071,hh_3005658
3151167,9300,11,95066,hh_3000315
3151269,9302,11,95068,hh_3002142
3151723,9303,12,95064,hh_3006707
3152903,9306,12,95062,hh_3006804
3153252,9307,12,95071,hh_2619327
3155011,9311,11,95068,hh_3007280
3156349,9316,11,95071,hh_3006649
3156351,9317,11,95071,hh_3006612
3157741,9320,12,95071,hh_3004966
3162097,9324,12,95068,hh_2980673
3162100,9325,12,95063,hh_2979266
3162271,9326,12,95061,hh_4656696
3163260,9328,11,95064,hh_3009838
3163268,9329,11,95064,hh_2996192
3163305,9331,11,95063,hh_2996325
3163306,9332,11,95063,hh_4656068
3163372,9334,11,95065,hh_2979003
3163373,9335,11,95063,hh_2979989
3163383,9339,11,95065,hh_3001516
3163387,9340,11,95061,hh_2981121
3163506,9341,12,136176,hh_1384327
3163707,9345,11,95062,hh_3008898
3163816,9350,12,95064,hh_2999606
3163872,9351,12,95066,hh_2621775
3165130,9356,11,95063,hh_3001268
3167418,9358,12,132193,hh_2981781
3168058,9359,11,95065,hh_3005329
3168059,9360,11,95066,hh_4996228
3168060,9361,11,95068,hh_3006373
3168061,9362,11,95062,hh_2604509
3168070,9365,11,95068,hh_3006375
3168072,9367,11,95065,hh_3005606
3168103,9369,11,95062,hh_3005295
3168801,9370,12,95066,hh_2619972
3168811,9371,12,136176,hh_1437654
3169779,9372,12,95071,hh_2982016
3169997,9373,12,132193,hh_1695220
3171342,9374,12,95062,hh_1383698
3173066,9375,11,95062,hh_2604761
3173901,9376,12,132193,hh_2979049
3174969,9377,12,132193,hh_1888083
3177838,9382,12,95066,hh_2567749
3177988,9383,12,95066,hh_2603302
3181917,9387,12,132193,hh_3010265
3182049,9388,12,95064,hh_2994926
3182900,9389,12,95067,hh_2978909
3183450,9392,12,95063,hh_2979471
3184332,9393,12,95066,hh_3005300
3186327,9397,5,95047,hh_3016175
3186345,9398,5,95022,hh_2982440
3186346,9399,4,95035,hh_2627104
3186805,9400,5,95043,hh_3002173
3186806,9401,5,95051,hh_3006715
3187191,9403,12,132193,hh_1657923
